GeoId|Geography|LEAID|Year|Iteration|PDP03.8_72pct|PDP03.8_72pctmoe|PDP03.8_73pct|PDP03.8_73pctmoe|PDP03.8_74pct|PDP03.8_74pctmoe|PDP03.8_75pct|PDP03.8_75pctmoe
97000US4814600|Colmesneil Independent School District|4814600|2014-2018|202|22.4|15.3|22.4|15.3|22.4|15.3|-|**
97000US1907920|Colo-Nesco Community School District|1907920|2014-2018|202|6.3|3.3|6.3|3.3|6.4|3.3|0.0|100.0
97000US5100960|Colonial Heights City Public Schools|5100960|2014-2018|202|16.0|5.9|16.0|5.9|16.0|5.9|-|**
97000US1000230|Colonial School District|1000230|2014-2018|202|10.9|2.1|10.9|2.1|10.8|2.1|30.1|43.7
97000US0400021|Colorado City Unified District|0400021|2014-2018|202|31.3|12.5|31.3|12.5|32.9|12.9|0.0|44.0
96000US0400082|Colorado River Union High School District|0400082|2014-2018|202|20.8|6.8|20.8|6.8|21.2|6.9|0.0|50.6
97000US0803060|Colorado Springs School District 11|0803060|2014-2018|202|11.9|1.5|11.9|1.5|12.0|1.6|7.4|12.3
97000US4103270|Colton School District 53|4103270|2014-2018|202|3.9|6.1|3.9|6.1|4.0|6.2|0.0|89.4
95000US3403450|Colts Neck Township School District|3403450|2014-2018|202|5.9|4.1|5.9|4.1|6.1|4.2|0.0|48.8
97000US1200360|Columbia County School District|1200360|2014-2018|202|15.4|3.0|15.4|3.0|15.5|3.0|0.0|50.2
95000US3007110|Columbia Falls Elementary School District|3007110|2014-2018|202|16.7|6.4|16.8|6.4|16.8|6.4|-|**
96000US3007140|Columbia Falls High School District|3007140|2014-2018|202|16.8|13.1|16.8|13.1|17.5|13.4|0.0|40.0
97000US4814670|Columbia-Brazoria Independent School District|4814670|2014-2018|202|6.8|3.7|6.8|3.7|6.4|3.7|100.0|87.9
97000US1907980|Columbus Community School District|1907980|2014-2018|202|13.3|6.3|13.3|6.3|13.3|6.3|-|**
97000US3700960|Columbus County Schools|3700960|2014-2018|202|20.8|4.8|20.8|4.8|20.4|4.8|53.6|46.3
95000US3007190|Columbus Elementary School District|3007190|2014-2018|202|8.1|6.5|8.1|6.5|8.1|6.5|-|**
96000US3007200|Columbus High School District|3007200|2014-2018|202|9.0|12.7|9.0|12.7|9.0|12.7|-|**
97000US4814700|Columbus Independent School District|4814700|2014-2018|202|9.2|6.9|9.2|6.9|9.2|6.9|-|**
97000US4814730|Comal Independent School District|4814730|2014-2018|202|5.9|1.6|5.9|1.6|5.9|1.6|0.0|19.1
97000US4814760|Comanche Independent School District|4814760|2014-2018|202|23.3|14.1|23.5|14.2|24.4|14.6|0.0|48.5
97000US4814790|Comfort Independent School District|4814790|2014-2018|202|10.7|10.9|10.7|10.9|10.7|10.9|-|**
97000US4814820|Commerce Independent School District|4814820|2014-2018|202|22.2|9.0|22.2|9.0|22.2|9.0|-|**
97000US3403480|Commercial Township School District|3403480|2014-2018|202|15.6|9.8|15.6|9.8|15.9|9.8|0.0|71.9
97000US4814850|Community Independent School District|4814850|2014-2018|202|5.8|4.4|5.8|4.4|5.9|4.4|0.0|100.0
97000US4814880|Como-Pickton Consolidated Independent School District|4814880|2014-2018|202|26.9|13.1|26.9|13.1|26.9|13.1|-|**
95000US2503840|Concord School District|2503840|2014-2018|202|5.1|4.1|5.1|4.1|5.1|4.1|-|**
96000US2503870|Concord-Carlisle School District|2503870|2014-2018|202|0.9|1.5|0.9|1.5|0.9|1.5|0.0|51.3
97000US2200480|Concordia Parish School District|2200480|2014-2018|202|28.0|6.7|28.0|6.7|27.5|6.5|66.7|50.0
97000US0100870|Conecuh County School District|0100870|2014-2018|202|20.0|7.8|20.0|7.8|20.0|7.8|-|**
97000US3174200|Conestoga Public Schools|3174200|2014-2018|202|4.6|4.9|4.6|4.9|4.6|4.9|-|**
97000US4814970|Connally Independent School District|4814970|2014-2018|202|28.7|7.8|28.7|7.8|28.7|7.8|-|**
95000US3007330|Conrad Elementary School District|3007330|2014-2018|202|37.3|16.3|37.3|16.3|37.3|16.3|-|**
96000US3007320|Conrad High School District|3007320|2014-2018|202|2.2|3.5|2.2|3.5|2.2|3.5|-|**
95000US2503900|Conway School District|2503900|2014-2018|202|0.0|19.1|0.0|19.1|0.0|19.1|-|**
97000US4103660|Coos Bay School District 9|4103660|2014-2018|202|17.4|5.8|17.4|5.8|17.6|5.9|0.0|45.2
97000US0100900|Coosa County School District|0100900|2014-2018|202|14.7|7.6|14.7|7.6|14.7|7.6|-|**
97000US0200070|Copper River School District|0200070|2014-2018|202|7.5|8.5|7.5|8.5|4.9|5.4|100.0|87.9
97000US3403510|Corbin City School District|3403510|2014-2018|202|3.4|4.7|3.4|4.7|3.4|4.7|-|**
97000US0500009|Corning Public Schools|0500009|2014-2018|202|29.1|10.2|29.1|10.2|27.9|10.2|100.0|68.0
95000US0900930|Cornwall School District|0900930|2014-2018|202|6.2|7.1|6.2|7.1|6.3|7.3|0.0|100.0
97000US4680445|Corsica-Stickney 21-3|4680445|2014-2018|202|5.8|3.8|5.8|3.8|5.8|3.8|-|**
97000US3007410|Corvallis K-12 Schools|3007410|2014-2018|202|8.3|5.0|8.3|5.0|8.3|5.0|0.0|100.0
97000US4103480|Corvallis School District 509J|4103480|2014-2018|202|8.7|2.9|8.7|2.9|8.8|2.9|0.0|48.1
97000US0500405|Cossatot River School District|0500405|2014-2018|202|24.5|8.0|24.5|8.0|24.8|8.2|0.0|82.3
97000US1600810|Cottonwood Joint School District 242|1600810|2014-2018|202|1.9|2.9|1.9|2.9|2.0|3.0|0.0|82.3
97000US5303440|Coulee-Hartline School District|5303440|2014-2018|202|13.3|12.6|13.3|12.6|13.3|12.6|-|**
97000US4103540|Cove School District 15|4103540|2014-2018|202|10.2|9.0|10.2|9.0|10.2|9.0|-|**
97000US4400210|Coventry School District|4400210|2014-2018|202|5.8|2.8|5.8|2.8|5.8|2.8|0.0|55.5
97000US0900960|Coventry School District|0900960|2014-2018|202|2.8|2.7|2.8|2.7|2.8|2.7|-|**
97000US5100990|Covington City Public Schools|5100990|2014-2018|202|13.9|7.8|13.9|7.8|13.9|7.8|-|**
97000US0100930|Covington County School District|0100930|2014-2018|202|15.9|4.5|16.0|4.5|16.0|4.5|0.0|71.9
97000US1700176|Cowden-Herrick Community Unit School District 3A|1700176|2014-2018|202|19.9|10.3|19.9|10.3|19.9|10.3|-|**
97000US0200090|Craig City School District|0200090|2014-2018|202|14.4|5.6|14.4|5.6|14.5|5.7|0.0|100.0
97000US4207050|Cranberry Area School District|4207050|2014-2018|202|8.0|3.9|8.0|3.9|8.0|3.9|-|**
97000US3403540|Cranbury Township School District|3403540|2014-2018|202|0.0|3.6|0.0|3.6|0.0|3.6|-|**
97000US3403570|Cranford Township School District|3403570|2014-2018|202|0.9|1.0|0.9|1.0|0.9|1.0|0.0|69.9
97000US4400240|Cranston School District|4400240|2014-2018|202|6.7|2.1|6.7|2.1|6.7|2.1|0.0|57.2
97000US3703310|Craven County Schools|3703310|2014-2018|202|15.4|3.6|15.4|3.6|15.5|3.6|0.0|35.2
97000US4207080|Crawford Central School District|4207080|2014-2018|202|11.5|3.7|11.5|3.7|11.5|3.7|-|**
97000US3100140|Creek Valley Schools|3100140|2014-2018|202|9.8|7.7|9.8|7.7|9.8|7.7|-|**
97000US0100960|Crenshaw County School District|0100960|2014-2018|202|12.3|4.1|12.3|4.1|12.3|4.1|-|**
97000US1700323|Crescent Iroquois Community Unit School District 249|1700323|2014-2018|202|10.0|8.3|10.0|8.3|10.0|8.3|-|**
97000US3403600|Cresskill Borough School District|3403600|2014-2018|202|3.6|3.1|3.6|3.1|3.6|3.1|0.0|74.1
97000US2600016|Crestwood School District|2600016|2014-2018|202|18.7|4.8|18.7|4.8|18.8|4.9|0.0|71.2
97000US4103690|Creswell School District 40|4103690|2014-2018|202|7.6|5.4|7.6|5.4|7.6|5.4|-|**
97000US3100095|Crete Public Schools|3100095|2014-2018|202|17.0|8.7|17.0|8.7|17.0|8.7|-|**
97000US4700850|Crockett County School District|4700850|2014-2018|202|23.4|6.2|23.4|6.2|23.2|6.2|35.3|54.7
97000US0900990|Cromwell School District|0900990|2014-2018|202|2.2|2.2|2.2|2.2|2.2|2.2|-|**
97000US4103720|Crook County School District|4103720|2014-2018|202|17.3|7.1|17.3|7.1|17.8|7.3|0.0|31.5
97000US4800001|Crosbyton Consolidated Independent School District|4800001|2014-2018|202|31.1|13.2|31.1|13.2|31.5|13.4|0.0|100.0
97000US3100130|Cross County Community Schools|3100130|2014-2018|202|2.2|2.6|2.2|2.6|2.2|2.6|-|**
97000US0507740|Cross County School District|0507740|2014-2018|202|19.4|10.4|19.4|10.4|19.4|10.4|-|**
97000US0803210|Crowley County School District RE-1-J|0803210|2014-2018|202|25.7|14.0|25.7|14.0|25.7|14.0|-|**
97000US5503030|Cuba City School District|5503030|2014-2018|202|2.8|1.6|2.8|1.6|2.8|1.6|-|**
97000US3500660|Cuba Independent Schools|3500660|2014-2018|202|58.5|10.2|58.5|10.2|58.9|10.3|22.2|33.1
97000US5503060|Cudahy School District|5503060|2014-2018|202|12.9|5.9|12.9|5.9|12.9|5.9|-|**
97000US1600870|Culdesac Joint School District 342|1600870|2014-2018|202|29.4|12.7|29.4|12.7|29.4|12.7|-|**
97000US0100990|Cullman City School District|0100990|2014-2018|202|13.0|6.0|13.0|6.0|13.0|6.0|-|**
97000US4103840|Culver School District 4|4103840|2014-2018|202|8.7|6.1|8.7|6.1|8.7|6.1|-|**
97000US4700900|Cumberland County School District|4700900|2014-2018|202|15.5|3.4|15.5|3.4|15.6|3.5|0.0|45.9
97000US3700011|Cumberland County Schools|3700011|2014-2018|202|17.9|1.4|17.9|1.4|18.0|1.4|3.8|5.6
96000US3403620|Cumberland Regional School District|3403620|2014-2018|202|5.2|2.7|5.2|2.7|5.3|2.8|0.0|64.7
97000US4400270|Cumberland School District|4400270|2014-2018|202|9.2|3.5|9.2|3.5|8.0|3.4|100.0|34.2
97000US5503090|Cumberland School District|5503090|2014-2018|202|10.9|5.2|10.9|5.2|11.0|5.2|0.0|100.0
97000US4207110|Cumberland Valley School District|4207110|2014-2018|202|3.2|1.6|3.2|1.6|3.2|1.6|0.0|41.6
97000US4207140|Curwensville Area School District|4207140|2014-2018|202|17.5|6.2|17.5|6.2|17.6|6.2|0.0|100.0
96000US3007930|Custer County High School District|3007930|2014-2018|202|4.0|3.7|4.0|3.7|4.0|3.7|0.0|100.0
97000US1200390|Dade County School District|1200390|2014-2018|202|17.1|0.6|17.1|0.6|17.0|0.6|28.7|6.9
97000US5100022|Dahlgren Department of Defense School District|5100022|2014-2018|202|0.0|23.7|0.0|23.7|0.0|23.7|-|**
97000US3800040|Dakota Prairie Public School District 1|3800040|2014-2018|202|9.1|4.7|9.1|4.7|9.2|4.7|0.0|100.0
97000US4207200|Dallas School District|4207200|2014-2018|202|7.7|3.8|7.7|3.8|7.7|3.8|0.0|69.5
97000US4103860|Dallas School District 2|4103860|2014-2018|202|13.3|6.6|13.3|6.6|13.1|6.6|34.6|65.4
97000US4207230|Dallastown Area School District|4207230|2014-2018|202|6.7|2.7|6.7|2.7|6.7|2.7|0.0|55.5
97000US4207290|Daniel Boone Area School District|4207290|2014-2018|202|5.1|3.0|5.1|3.0|5.1|3.0|-|**
97000US2503990|Danvers School District|2503990|2014-2018|202|2.7|1.9|2.7|1.9|2.7|1.9|-|**
97000US4207320|Danville Area School District|4207320|2014-2018|202|9.0|3.2|9.0|3.2|9.1|3.3|0.0|43.3
97000US5503150|Darlington Community School District|5503150|2014-2018|202|14.5|5.8|14.5|5.8|14.5|5.8|-|**
97000US3100002|David City Public Schools|3100002|2014-2018|202|7.9|4.2|7.9|4.2|7.9|4.2|-|**
97000US4103940|David Douglas School District 40|4103940|2014-2018|202|19.7|3.4|19.7|3.4|19.6|3.4|65.7|58.9
97000US4900210|Davis School District|4900210|2014-2018|202|4.4|0.6|4.4|0.6|4.5|0.6|0.0|15.3
95000US4700930|Dayton City Elementary School District|4700930|2014-2018|202|36.5|14.4|36.5|14.4|36.5|14.4|-|**
97000US4103990|Dayton School District 8|4103990|2014-2018|202|10.3|5.8|10.3|5.8|10.3|5.8|-|**
97000US0803240|De Beque School District 49-JT|0803240|2014-2018|202|5.0|4.5|5.0|4.5|5.0|4.5|-|**
97000US5503210|De Pere Unified School District|5503210|2014-2018|202|3.9|2.0|3.9|2.0|3.9|2.0|-|**
97000US0500049|De Queen School District|0500049|2014-2018|202|26.6|8.4|26.6|8.4|26.5|8.4|100.0|100.0
97000US5503240|De Soto Area School District|5503240|2014-2018|202|13.6|5.2|13.6|5.2|13.6|5.2|0.0|100.0
97000US2200510|De Soto Parish School District|2200510|2014-2018|202|22.5|4.4|22.5|4.4|22.5|4.4|0.0|100.0
97000US4700960|Decatur County School District|4700960|2014-2018|202|19.3|6.1|19.3|6.1|19.3|6.1|-|**
97000US4207540|Deer Lakes School District|4207540|2014-2018|202|6.7|4.0|6.7|4.0|6.7|4.0|-|**
97000US0407750|Deer Valley Unified District|0407750|2014-2018|202|5.0|0.8|5.0|0.8|5.0|0.8|5.0|7.9
97000US5503270|Deerfield Community School District|5503270|2014-2018|202|2.8|2.1|2.8|2.1|2.9|2.1|0.0|58.2
95000US3403660|Deerfield Township School District|3403660|2014-2018|202|5.0|6.7|5.0|6.7|5.0|6.7|-|**
97000US5503180|DeForest Area School District|5503180|2014-2018|202|5.4|3.2|5.4|3.2|5.4|3.2|0.0|47.5
97000US1803060|DeKalb County Eastern Community School District|1803060|2014-2018|202|6.3|3.8|6.3|3.8|6.3|3.8|-|**
97000US4700990|DeKalb County School District|4700990|2014-2018|202|18.3|6.8|18.3|6.8|18.1|6.9|100.0|100.0
97000US0803300|Del Norte School District C-7|0803300|2014-2018|202|10.2|6.0|10.2|6.0|10.2|6.0|-|**
97000US3403690|Delanco Township School District|3403690|2014-2018|202|0.0|4.7|0.0|4.7|0.0|4.7|-|**
97000US5503640|Delavan-Darien School District|5503640|2014-2018|202|7.1|3.1|7.1|3.1|7.2|3.1|0.0|68.8
96000US3403750|Delaware Valley Regional School District|3403750|2014-2018|202|5.9|6.1|5.9|6.1|6.0|6.2|0.0|66.3
97000US4207530|Delaware Valley School District|4207530|2014-2018|202|8.8|3.1|8.8|3.1|8.8|3.1|0.0|46.0
97000US0600039|Delhi Unified School District|0600039|2014-2018|202|23.5|9.1|23.5|9.1|23.6|9.1|0.0|100.0
97000US1000270|Delmar School District|1000270|2014-2018|202|7.3|4.5|7.3|4.5|7.3|4.5|0.0|100.0
97000US3403780|Delran Township School District|3403780|2014-2018|202|2.5|2.7|2.5|2.7|2.5|2.7|-|**
97000US0803330|Delta County School District 50J|0803330|2014-2018|202|20.6|5.4|20.6|5.4|20.6|5.4|-|**
97000US0200100|Delta/Greely School District|0200100|2014-2018|202|5.5|4.1|5.5|4.1|5.6|4.1|0.0|77.5
95000US3403810|Demarest Borough School District|3403810|2014-2018|202|0.0|3.1|0.0|3.1|0.0|3.1|-|**
97000US3500690|Deming Public Schools|3500690|2014-2018|202|33.0|7.5|32.9|7.6|32.5|7.5|100.0|66.3
97000US0200770|Denali Borough School District|0200770|2014-2018|202|2.0|3.5|2.0|3.5|2.1|3.6|0.0|87.9
97000US5503660|Denmark School District|5503660|2014-2018|202|4.3|1.8|4.3|1.8|4.3|1.9|0.0|82.3
97000US3403840|Dennis Township School District|3403840|2014-2018|202|15.9|10.4|15.9|10.4|15.9|10.4|-|**
97000US0803360|Denver County School District 1|0803360|2014-2018|202|13.2|0.9|13.2|0.9|13.2|0.9|0.9|2.4
95000US3403870|Denville Township School District|3403870|2014-2018|202|3.0|3.0|3.0|3.0|2.0|2.0|63.2|60.6
97000US3403900|Deptford Township School District|3403900|2014-2018|202|4.2|2.2|4.2|2.2|4.2|2.2|-|**
97000US4207560|Derry Area School District|4207560|2014-2018|202|11.0|5.0|11.0|5.0|11.0|5.0|0.0|75.1
97000US4207590|Derry Township School District|4207590|2014-2018|202|3.8|2.4|3.8|2.4|3.8|2.4|0.0|55.5
97000US1200420|DeSoto County School District|1200420|2014-2018|202|29.8|5.5|29.8|5.5|30.1|5.5|0.0|46.5
97000US4678300|Deubrook School District 05-6|4678300|2014-2018|202|3.5|2.7|3.5|2.7|3.5|2.8|0.0|100.0
97000US4600036|Deuel School District 19-4|4600036|2014-2018|202|7.0|5.4|7.0|5.4|7.0|5.4|-|**
97000US0500001|DeWitt School District|0500001|2014-2018|202|12.0|6.0|12.0|6.0|12.0|6.0|-|**
97000US3500750|Dexter Consolidated Schools|3500750|2014-2018|202|14.3|8.6|14.3|8.6|14.3|8.6|-|**
97000US3800038|Dickinson Public School District 1|3800038|2014-2018|202|5.8|2.4|5.8|2.4|5.8|2.4|-|**
97000US1600900|Dietrich School District 314|1600900|2014-2018|202|17.6|15.1|17.6|15.1|17.6|15.1|-|**
97000US3100125|Diller-Odell Public Schools|3100125|2014-2018|202|3.4|3.2|3.4|3.2|3.4|3.2|-|**
97000US0200120|Dillingham City School District|0200120|2014-2018|202|12.0|5.7|12.0|5.7|12.3|5.9|0.0|77.5
97000US0600065|Dinuba Unified School District|0600065|2014-2018|202|24.3|5.3|24.3|5.3|24.0|5.4|100.0|70.6
97000US1100030|District of Columbia Public Schools|1100030|2014-2018|202|16.4|1.0|16.4|1.0|16.4|1.0|18.0|12.3
97000US1200450|Dixie County School District|1200450|2014-2018|202|22.8|7.5|22.8|7.5|22.8|7.5|-|**
97000US5400270|Doddridge County School District|5400270|2014-2018|202|13.3|9.1|13.3|9.1|13.3|9.1|-|**
97000US5507260|Dodgeland School District|5507260|2014-2018|202|8.8|3.7|8.8|3.7|8.9|3.8|0.0|72.5
97000US5503690|Dodgeville School District|5503690|2014-2018|202|1.9|1.4|1.9|1.4|1.9|1.4|0.0|76.9
97000US3600001|Dolgeville Central School District|3600001|2014-2018|202|10.8|5.1|10.8|5.1|10.8|5.1|-|**
97000US0803390|Dolores School District RE-4A|0803390|2014-2018|202|0.4|1.0|0.4|1.0|0.5|1.0|0.0|93.8
97000US4207650|Donegal School District|4207650|2014-2018|202|5.5|4.7|5.5|4.7|5.5|4.7|-|**
97000US2000348|Doniphan West Unified School District 111|2000348|2014-2018|202|10.0|6.6|10.0|6.6|10.0|6.6|-|**
97000US3100121|Doniphan-Trumbull Public Schools|3100121|2014-2018|202|7.4|6.2|7.4|6.2|7.4|6.2|-|**
97000US2400300|Dorchester County Public Schools|2400300|2014-2018|202|15.9|3.6|15.9|3.6|16.0|3.6|0.0|66.3
97000US3169840|Dorchester Public Schools|3169840|2014-2018|202|1.4|2.7|1.4|2.7|1.4|2.7|-|**
97000US4500002|Dorchester School District 4|4500002|2014-2018|202|29.5|8.6|29.5|8.6|29.5|8.6|-|**
97000US0600033|Dos Palos-Oro Loma Joint Unified School District|0600033|2014-2018|202|18.3|9.1|18.3|9.1|18.3|9.1|-|**
97000US3200090|Douglas County School District|3200090|2014-2018|202|10.1|3.4|10.1|3.4|10.3|3.5|0.0|27.3
97000US0803450|Douglas County School District RE-1|0803450|2014-2018|202|2.3|0.5|2.3|0.5|2.3|0.5|0.0|20.3
97000US3100165|Douglas County West Community Schools|3100165|2014-2018|202|6.9|4.1|6.9|4.1|6.9|4.1|-|**
97000US4207680|Dover Area School District|4207680|2014-2018|202|8.6|4.5|8.6|4.5|8.6|4.5|-|**
95000US5503750|Dover No. 1 School District|5503750|2014-2018|202|6.8|7.4|6.8|7.4|6.8|7.4|-|**
97000US3403930|Dover Town School District|3403930|2014-2018|202|13.1|6.1|13.1|6.1|12.7|5.9|43.2|56.8
97000US3403960|Downe Township School District|3403960|2014-2018|202|10.1|7.5|10.1|7.5|10.1|7.5|-|**
97000US4207710|Downingtown Area School District|4207710|2014-2018|202|1.7|0.9|1.7|0.9|1.7|0.9|0.0|45.3
97000US3800029|Drake Public School District 57|3800029|2014-2018|202|6.8|7.8|6.8|7.8|6.8|7.8|-|**
97000US4800008|Dripping Springs Independent School District|4800008|2014-2018|202|5.7|3.0|5.7|3.0|5.7|3.0|0.0|55.6
97000US5503810|Drummond Area School District|5503810|2014-2018|202|11.5|5.3|11.7|5.3|11.7|5.4|0.0|100.0
97000US0600019|Dublin Unified School District|0600019|2014-2018|202|2.8|1.2|2.8|1.2|2.7|1.2|64.7|57.6
97000US4207830|DuBois Area School District|4207830|2014-2018|202|14.5|3.8|14.5|3.8|14.5|3.8|0.0|100.0
97000US4900240|Duchesne School District|4900240|2014-2018|202|10.4|2.2|10.4|2.2|10.4|2.2|-|**
97000US3500810|Dulce Independent Schools|3500810|2014-2018|202|17.1|8.9|17.1|8.9|17.1|8.9|-|**
97000US3403990|Dumont Borough School District|3403990|2014-2018|202|3.2|3.4|3.2|3.4|3.2|3.5|0.0|52.4
97000US3100077|Dundy County Public Schools|3100077|2014-2018|202|6.5|4.1|6.5|4.1|6.5|4.1|-|**
97000US2914250|Dunklin R-V School District|2914250|2014-2018|202|13.3|7.0|13.3|7.0|13.3|7.0|-|**
97000US4207980|Dunmore School District|4207980|2014-2018|202|5.9|4.4|5.9|4.4|5.9|4.4|-|**
97000US5503840|Durand School District|5503840|2014-2018|202|11.4|3.0|11.5|3.0|11.6|3.0|0.0|72.5
97000US0803480|Durango School District 9-R|0803480|2014-2018|202|5.3|2.5|5.3|2.4|5.3|2.5|0.0|93.8
97000US2007290|Durham-Hillsboro-Lehigh Unified School District 410|2007290|2014-2018|202|6.9|4.6|6.9|4.6|6.9|4.6|0.0|100.0
97000US1200480|Duval County School District|1200480|2014-2018|202|15.1|1.0|15.1|1.0|15.1|1.0|12.7|8.3
97000US0803510|Eads School District RE-1|0803510|2014-2018|202|14.6|10.5|14.6|10.5|14.6|10.5|-|**
97000US0803540|Eagle County School District RE 50|0803540|2014-2018|202|4.4|3.0|4.4|3.0|4.4|3.0|-|**
97000US2200540|East Baton Rouge Parish School District|2200540|2014-2018|202|15.7|1.5|15.7|1.5|15.8|1.5|0.0|13.6
97000US3100003|East Butler Public Schools|3100003|2014-2018|202|7.6|6.1|7.6|6.1|7.6|6.1|-|**
97000US2200570|East Carroll Parish School District|2200570|2014-2018|202|49.5|12.7|49.5|12.7|49.0|12.4|66.7|55.6
97000US2200600|East Feliciana Parish School District|2200600|2014-2018|202|17.9|6.8|17.9|6.8|17.9|6.8|-|**
97000US4400300|East Greenwich School District|4400300|2014-2018|202|5.8|4.4|5.8|4.4|5.3|4.4|57.1|57.1
97000US1900040|East Marshall Community School District|1900040|2014-2018|202|5.2|3.6|5.2|3.6|5.2|3.6|-|**
97000US0500048|East Poinsett County School District|0500048|2014-2018|202|23.4|9.3|23.4|9.3|23.4|9.3|-|**
97000US4400330|East Providence School District|4400330|2014-2018|202|7.3|2.6|7.3|2.6|7.3|2.6|0.0|88.4
97000US1803000|East Washington School Corporation|1803000|2014-2018|202|8.9|5.6|8.9|5.6|8.9|5.6|-|**
97000US1803030|Eastbrook Community School Corporation|1803030|2014-2018|202|12.6|5.7|12.6|5.7|12.5|5.8|33.3|54.7
97000US1803090|Eastern Greene County School District|1803090|2014-2018|202|9.9|6.1|9.9|6.1|9.9|6.1|-|**
97000US1803120|Eastern Hancock County Community School Corporation|1803120|2014-2018|202|10.9|8.0|10.9|8.0|10.9|8.0|-|**
97000US1803150|Eastern Howard School Corporation|1803150|2014-2018|202|4.7|5.5|4.7|5.5|4.7|5.5|-|**
97000US1807110|Eastern Pulaski Community School Corporation|1807110|2014-2018|202|17.2|7.9|17.2|7.9|17.2|7.9|-|**
97000US1700007|Eastland Community Unit School District 308|1700007|2014-2018|202|6.4|4.1|6.4|4.1|6.5|4.1|0.0|100.0
97000US3600125|Eastport-South Manor Central School District|3600125|2014-2018|202|7.2|4.8|7.2|4.8|7.3|4.8|0.0|82.3
97000US0803600|Eaton School District RE-2|0803600|2014-2018|202|5.6|6.2|5.6|6.2|5.6|6.2|-|**
97000US2714220|Eden Prairie Public School District|2714220|2014-2018|202|4.5|1.8|4.5|1.8|4.5|1.8|0.0|34.3
97000US3700840|Edenton-Chowan Schools|3700840|2014-2018|202|19.7|7.7|19.9|7.7|19.9|7.7|-|**
97000US1803240|Edinburgh Community School Corporation|1803240|2014-2018|202|18.9|12.8|18.9|12.8|18.9|12.8|-|**
97000US3600003|Edwards-Knox Central School District|3600003|2014-2018|202|18.1|10.3|18.1|10.3|18.1|10.3|-|**
97000US1700326|El Paso-Gridley Community Unit School District 11|1700326|2014-2018|202|5.4|3.5|5.4|3.5|5.4|3.5|-|**
97000US0600026|El Tejon Unified School District|0600026|2014-2018|202|15.6|11.5|15.6|11.5|15.6|11.5|-|**
97000US0803690|Elbert School District 200|0803690|2014-2018|202|5.5|8.7|5.5|8.7|5.5|8.7|-|**
97000US3800045|Elgin-New Leipzig Public School District 49|3800045|2014-2018|202|8.6|12.9|8.6|12.9|8.6|12.9|-|**
97000US0803720|Elizabeth School District C-1|0803720|2014-2018|202|4.3|2.4|4.3|2.4|4.3|2.4|-|**
97000US1803270|Elkhart Community Schools|1803270|2014-2018|202|18.6|3.7|18.6|3.7|18.7|3.7|0.0|100.0
97000US3170110|Elkhorn Public Schools|3170110|2014-2018|202|1.2|0.6|1.2|0.6|1.2|0.6|-|**
97000US3100025|Elkhorn Valley Schools|3100025|2014-2018|202|7.6|5.6|7.6|5.6|7.6|5.6|-|**
97000US3200120|Elko County School District|3200120|2014-2018|202|9.7|2.9|9.7|2.9|9.7|2.9|7.2|13.2
96000US2799001|Elkton School District 05-3 in Lake Benton (7-12)|2799001|2014-2018|202|2.0|4.1|2.0|4.1|2.0|4.1|-|**
97000US0803750|Ellicott School District 22|0803750|2014-2018|202|1.2|1.8|1.2|1.8|1.3|1.8|0.0|93.8
97000US3170140|Elm Creek Public Schools|3170140|2014-2018|202|4.4|5.3|4.4|5.3|4.4|5.3|0.0|100.0
97000US1714050|Elmwood Community Unit School District 322|1714050|2014-2018|202|2.3|3.9|2.3|3.9|2.3|3.9|-|**
97000US1714100|Elmwood Park Community Unit School District 401|1714100|2014-2018|202|8.6|3.7|8.6|3.7|8.6|3.7|-|**
95000US1714160|Elwood Community Consolidated School District 203|1714160|2014-2018|202|14.7|10.9|14.7|10.9|14.7|10.9|-|**
97000US1803300|Elwood Community School Corporation|1803300|2014-2018|202|15.3|6.8|15.3|6.8|15.3|6.8|0.0|100.0
97000US3100141|Emerson-Hubbard Public Schools|3100141|2014-2018|202|17.9|10.5|17.9|10.5|17.9|10.5|-|**
97000US0500068|Emerson-Taylor-Bradley School District|0500068|2014-2018|202|7.6|4.6|7.6|4.6|7.6|4.6|-|**
97000US4900270|Emery School District|4900270|2014-2018|202|13.3|4.3|13.3|4.3|13.4|4.3|0.0|71.2
97000US1803330|Eminence Community School Corporation|1803330|2014-2018|202|7.6|10.0|7.6|10.0|2.9|4.4|100.0|76.1
95000US1714250|Emmons School District 33|1714250|2014-2018|202|4.2|6.0|4.2|6.0|4.2|6.0|-|**
97000US3800061|Enderlin Area Public School District 24|3800061|2014-2018|202|3.1|4.2|3.1|4.2|3.1|4.2|-|**
97000US0803780|Englewood School District 1|0803780|2014-2018|202|19.5|5.9|19.5|5.9|19.5|5.9|-|**
97000US5300001|Enumclaw School District|5300001|2014-2018|202|5.8|2.5|5.8|2.5|5.8|2.5|-|**
97000US1714350|Erie Community Unit School District 1|1714350|2014-2018|202|1.5|1.7|1.5|1.7|1.5|1.7|-|**
97000US1200510|Escambia County School District|1200510|2014-2018|202|13.1|1.7|13.1|1.7|13.2|1.7|7.8|9.5
97000US3500900|Española Municipal Schools|3500900|2014-2018|202|22.3|4.7|22.3|4.7|22.4|4.7|16.2|25.1
97000US5099918|Essex Caledonia Supervisory Union|5099918|2014-2018|202|6.9|3.1|6.9|3.1|7.0|3.2|0.0|95.0
